ccode,country_name,year,value
840.0,United States,1926,70.65676628
40.0,Austria,1927,18.73736041
56.0,Belgium,1927,9.65456678
124.0,Canada,1927,42.77644079
156.0,China,1927,3.1780823
203.0,Czech Republic,1927,9.66467111
208.0,Denmark,1927,43.02099295
276.0,Germany,1927,21.29617169
288.0,Ghana,1927,5.7297576
356.0,India,1927,5.03643856
372.0,Ireland,1927,29.53387196
380.0,Italy,1927,14.91109836
392.0,Japan,1927,9.76176912
404.0,Kenya,1927,8.41504951
428.0,Latvia,1927,10.13539202
454.0,Malawi,1927,3.38152144
480.0,Mauritius,1927,17.99648754
528.0,Netherlands,1927,33.64816567
566.0,Nigeria,1927,3.66103934
616.0,Poland,1927,8.64439405
620.0,Portugal,1927,5.75710232
694.0,Sierra Leone,1927,6.56310076
724.0,Spain,1927,11.91002062
752.0,Sweden,1927,29.18509304
270.0,The Gambia,1927,7.51017105
800.0,Uganda,1927,7.99664537
826.0,United Kingdom,1927,31.59456546
840.0,United States,1927,80.55079093
40.0,Austria,1928,19.14373703
56.0,Belgium,1928,14.71007381
124.0,Canada,1928,44.08865825
156.0,China,1928,2.29353421
203.0,Czech Republic,1928,9.55011779
208.0,Denmark,1928,48.62810648
250.0,France,1928,16.23033963
276.0,Germany,1928,25.3298578
288.0,Ghana,1928,3.10457959
356.0,India,1928,5.04689659
372.0,Ireland,1928,31.75447659
380.0,Italy,1928,16.27401738
392.0,Japan,1928,10.14718203
404.0,Kenya,1928,7.44957692
454.0,Malawi,1928,3.39971949
480.0,Mauritius,1928,17.94082946
528.0,Netherlands,1928,33.50974332
566.0,Nigeria,1928,3.83618579
616.0,Poland,1928,9.69788997
694.0,Sierra Leone,1928,6.54005028
724.0,Spain,1928,12.74485257
752.0,Sweden,1928,33.87940381
270.0,The Gambia,1928,7.48870675
800.0,Uganda,1928,7.36295748
826.0,United Kingdom,1928,34.36472361
36.0,Australia,1929,69.6288601
40.0,Austria,1929,16.06790625
156.0,China,1929,3.67003448
208.0,Denmark,1929,44.03518695
233.0,Estonia,1929,8.79674548
250.0,France,1929,17.51706988
288.0,Ghana,1929,6.86802602
356.0,India,1929,5.39981191
372.0,Ireland,1929,27.96414328
392.0,Japan,1929,10.12283949
404.0,Kenya,1929,5.33465299
454.0,Malawi,1929,3.42908808
480.0,Mauritius,1929,14.52804717
528.0,Netherlands,1929,29.03750484
566.0,Nigeria,1929,3.8404952
620.0,Portugal,1929,7.61932994
694.0,Sierra Leone,1929,6.37338165
724.0,Spain,1929,13.45187531
752.0,Sweden,1929,42.34212515
270.0,The Gambia,1929,7.5681931
800.0,Uganda,1929,6.07819105
826.0,United Kingdom,1929,34.1223907
840.0,United States,1929,71.65390043
36.0,Australia,1930,71.85276739
40.0,Austria,1930,15.84555293
124.0,Canada,1930,42.14838683
156.0,China,1930,3.88268028
203.0,Czech Republic,1930,23.59967117
208.0,Denmark,1930,44.20724244
233.0,Estonia,1930,6.82808172
250.0,France,1930,14.25575831
276.0,Germany,1930,27.2010374
288.0,Ghana,1930,7.55821797
356.0,India,1930,6.17450994
372.0,Ireland,1930,27.51651738
380.0,Italy,1930,15.20239534
392.0,Japan,1930,11.20922154
404.0,Kenya,1930,6.40569683
454.0,Malawi,1930,3.43695128
480.0,Mauritius,1930,13.2881707
528.0,Netherlands,1930,28.21470984
566.0,Nigeria,1930,4.53082235
616.0,Poland,1930,10.54479802
694.0,Sierra Leone,1930,7.77546257
724.0,Spain,1930,13.51617133
752.0,Sweden,1930,50.32327773
270.0,The Gambia,1930,9.65795085
800.0,Uganda,1930,5.68097549
826.0,United Kingdom,1930,33.13766939
840.0,United States,1930,70.92983177
36.0,Australia,1931,62.36753513
40.0,Austria,1931,18.60397093
56.0,Belgium,1931,28.97211859
124.0,Canada,1931,69.49433673
156.0,China,1931,3.40756243
208.0,Denmark,1931,57.7663107
233.0,Estonia,1931,11.78750864
250.0,France,1931,17.7195815
276.0,Germany,1931,28.50880311
288.0,Ghana,1931,7.12481812
356.0,India,1931,5.99392557
372.0,Ireland,1931,36.02932735
380.0,Italy,1931,16.23900266
392.0,Japan,1931,9.2383722
404.0,Kenya,1931,6.67226445
428.0,Latvia,1931,10.1124628
454.0,Malawi,1931,5.4202197
480.0,Mauritius,1931,15.94114792
528.0,Netherlands,1931,38.63989319
566.0,Nigeria,1931,3.85290596
578.0,Norway,1931,51.81058924
616.0,Poland,1931,14.73007096
620.0,Portugal,1931,7.26662651
694.0,Sierra Leone,1931,11.86837215
724.0,Spain,1931,15.72951802
752.0,Sweden,1931,49.43418696
270.0,The Gambia,1931,11.77336839
800.0,Uganda,1931,5.18225365
826.0,United Kingdom,1931,41.81117621
840.0,United States,1931,107.58284414
36.0,Australia,1932,60.39607476
40.0,Austria,1932,16.24793097
56.0,Belgium,1932,28.04515297
124.0,Canada,1932,70.45838682
156.0,China,1932,2.49927488
208.0,Denmark,1932,56.76836778
233.0,Estonia,1932,9.61692994
250.0,France,1932,19.87857071
276.0,Germany,1932,25.13931372
288.0,Ghana,1932,7.23077576
348.0,Hungary,1932,8.34077435
356.0,India,1932,6.1466236
372.0,Ireland,1932,36.03666368
380.0,Italy,1932,15.33151231
392.0,Japan,1932,8.5492089
404.0,Kenya,1932,7.1011451
428.0,Latvia,1932,8.24331792
454.0,Malawi,1932,5.28227444
480.0,Mauritius,1932,14.57019338
528.0,Netherlands,1932,44.89120842
578.0,Norway,1932,50.91768163
616.0,Poland,1932,13.62597344
620.0,Portugal,1932,5.81436061
694.0,Sierra Leone,1932,12.65030202
752.0,Sweden,1932,50.99761268
756.0,Switzerland,1932,41.02748179
270.0,The Gambia,1932,7.15625821
800.0,Uganda,1932,4.87965076
826.0,United Kingdom,1932,38.61302748
840.0,United States,1932,102.75518677
36.0,Australia,1933,62.40270979
40.0,Austria,1933,18.19187862
56.0,Belgium,1933,27.6777521
124.0,Canada,1933,59.33356565
156.0,China,1933,2.66742
208.0,Denmark,1933,53.81044319
233.0,Estonia,1933,7.82157049
250.0,France,1933,24.06911996
288.0,Ghana,1933,7.13783912
348.0,Hungary,1933,9.83351998
356.0,India,1933,6.0677024
372.0,Ireland,1933,36.79864425
380.0,Italy,1933,15.52939124
392.0,Japan,1933,8.04253761
404.0,Kenya,1933,8.3810795
428.0,Latvia,1933,8.4168091
454.0,Malawi,1933,6.39970987
480.0,Mauritius,1933,16.09545335
528.0,Netherlands,1933,45.72017136
566.0,Nigeria,1933,4.56324716
578.0,Norway,1933,51.4299023
620.0,Portugal,1933,6.89351518
694.0,Sierra Leone,1933,13.16365504
724.0,Spain,1933,28.6315931
752.0,Sweden,1933,57.7276742
756.0,Switzerland,1933,47.60344518
800.0,Uganda,1933,4.61884769
826.0,United Kingdom,1933,37.40590308
840.0,United States,1933,66.37399693
36.0,Australia,1934,73.1885821
40.0,Austria,1934,17.0550109
56.0,Belgium,1934,26.86761173
124.0,Canada,1934,59.42636172
208.0,Denmark,1934,53.59312353
233.0,Estonia,1934,9.57754463
250.0,France,1934,20.2703819
288.0,Ghana,1934,8.04588375
348.0,Hungary,1934,8.56036462
356.0,India,1934,5.67588554
372.0,Ireland,1934,36.9422373
380.0,Italy,1934,15.73239017
392.0,Japan,1934,8.18034786
404.0,Kenya,1934,6.61633745
428.0,Latvia,1934,11.91773987
454.0,Malawi,1934,5.59919236
480.0,Mauritius,1934,15.56792354
528.0,Netherlands,1934,39.26696586
566.0,Nigeria,1934,4.64973993
578.0,Norway,1934,47.66892522
724.0,Spain,1934,17.30139688
752.0,Sweden,1934,50.32822147
756.0,Switzerland,1934,47.76092811
270.0,The Gambia,1934,7.24281628
800.0,Uganda,1934,3.42106644
826.0,United Kingdom,1934,37.55458744
840.0,United States,1934,44.53913474
36.0,Australia,1935,60.72901551
40.0,Austria,1935,14.49718432
56.0,Belgium,1935,24.84342812
124.0,Canada,1935,57.45025034
208.0,Denmark,1935,52.47146798
233.0,Estonia,1935,12.17227072
250.0,France,1935,19.3398699
288.0,Ghana,1935,10.44649725
348.0,Hungary,1935,8.93227348
356.0,India,1935,4.79151557
372.0,Ireland,1935,33.53697464
380.0,Italy,1935,16.44020035
392.0,Japan,1935,8.04376429
404.0,Kenya,1935,4.90572102
454.0,Malawi,1935,5.52098271
480.0,Mauritius,1935,15.77167879
528.0,Netherlands,1935,39.00509224
566.0,Nigeria,1935,5.51205628
620.0,Portugal,1935,6.07398575
694.0,Sierra Leone,1935,12.5611419
724.0,Spain,1935,16.32536619
752.0,Sweden,1935,46.72719409
756.0,Switzerland,1935,45.90995403
270.0,The Gambia,1935,8.00447648
800.0,Uganda,1935,5.34348458
826.0,United Kingdom,1935,36.74638799
840.0,United States,1935,68.13945486
32.0,Argentina,1936,25.54075591
36.0,Australia,1936,53.90912329
40.0,Austria,1936,15.32215828
56.0,Belgium,1936,20.47307101
76.0,Brazil,1936,11.66223761
124.0,Canada,1936,51.69726072
152.0,Chile,1936,10.59062469
208.0,Denmark,1936,48.5556848
233.0,Estonia,1936,10.47764495
250.0,France,1936,19.01610121
288.0,Ghana,1936,8.13954324
348.0,Hungary,1936,10.97214603
356.0,India,1936,4.66336112
372.0,Ireland,1936,29.14118637
392.0,Japan,1936,7.86186481
404.0,Kenya,1936,7.86788721
428.0,Latvia,1936,10.32064763
454.0,Malawi,1936,6.09107685
480.0,Mauritius,1936,16.08366443
528.0,Netherlands,1936,37.57731669
554.0,New Zealand,1936,65.65322551
566.0,Nigeria,1936,5.53849405
578.0,Norway,1936,39.290984
694.0,Sierra Leone,1936,9.34105351
710.0,South Africa,1936,15.02818843
752.0,Sweden,1936,35.31573288
756.0,Switzerland,1936,40.27447039
270.0,The Gambia,1936,10.27082515
800.0,Uganda,1936,5.30990906
826.0,United Kingdom,1936,38.00752605
840.0,United States,1936,65.72138101
32.0,Argentina,1937,21.86921583
36.0,Australia,1937,46.45536829
40.0,Austria,1937,15.461654
56.0,Belgium,1937,16.73207867
76.0,Brazil,1937,9.39902087
124.0,Canada,1937,44.58874541
208.0,Denmark,1937,29.01986367
233.0,Estonia,1937,10.14700945
250.0,France,1937,20.27916298
288.0,Ghana,1937,6.08845417
348.0,Hungary,1937,8.2997411
356.0,India,1937,4.22296868
372.0,Ireland,1937,29.95643604
392.0,Japan,1937,7.90053731
404.0,Kenya,1937,6.08023188
428.0,Latvia,1937,10.35396358
454.0,Malawi,1937,6.02428312
480.0,Mauritius,1937,16.38049643
528.0,Netherlands,1937,35.61108644
554.0,New Zealand,1937,67.92369137
566.0,Nigeria,1937,5.63921049
578.0,Norway,1937,37.71684125
616.0,Poland,1937,11.42363217
694.0,Sierra Leone,1937,9.03422303
710.0,South Africa,1937,14.88661457
752.0,Sweden,1937,36.83897311
756.0,Switzerland,1937,34.59447428
270.0,The Gambia,1937,10.40186538
800.0,Uganda,1937,5.50418881
826.0,United Kingdom,1937,34.89546279
840.0,United States,1937,69.0061415
32.0,Argentina,1938,35.13181859
36.0,Australia,1938,47.62538799
56.0,Belgium,1938,22.8868691
124.0,Canada,1938,56.69440875
152.0,Chile,1938,8.78602006
170.0,Colombia,1938,4.10342744
208.0,Denmark,1938,45.21130309
233.0,Estonia,1938,9.65835446
250.0,France,1938,18.41369704
288.0,Ghana,1938,6.8625526
348.0,Hungary,1938,8.94935244
356.0,India,1938,4.44119888
372.0,Ireland,1938,33.20089353
380.0,Italy,1938,14.3018051
392.0,Japan,1938,7.96479257
404.0,Kenya,1938,6.83644494
428.0,Latvia,1938,11.2511855
442.0,Luxembourg,1938,18.25334872
454.0,Malawi,1938,6.06352875
480.0,Mauritius,1938,16.57226574
528.0,Netherlands,1938,39.02586981
554.0,New Zealand,1938,75.45319041
566.0,Nigeria,1938,5.66551254
578.0,Norway,1938,45.6748146
616.0,Poland,1938,13.60607643
642.0,Romania,1938,18.35761582
694.0,Sierra Leone,1938,11.89133273
702.0,Singapore,1938,4.19908696
710.0,South Africa,1938,14.93422294
752.0,Sweden,1938,38.54718951
756.0,Switzerland,1938,34.79613929
764.0,Thailand,1938,8.67811304
270.0,The Gambia,1938,10.11059084
800.0,Uganda,1938,5.48645663
826.0,United Kingdom,1938,36.29486682
840.0,United States,1938,93.74454599
124.0,Canada,1939,50.61995527
208.0,Denmark,1939,35.95509935
233.0,Estonia,1939,9.89672409
246.0,Finland,1939,21.34481092
288.0,Ghana,1939,7.3367485
348.0,Hungary,1939,9.01276833
356.0,India,1939,4.19720226
372.0,Ireland,1939,31.54975297
376.0,Israel,1939,23.79449608
380.0,Italy,1939,14.69864202
392.0,Japan,1939,8.88122659
404.0,Kenya,1939,4.79098063
428.0,Latvia,1939,12.37558196
442.0,Luxembourg,1939,16.54523207
454.0,Malawi,1939,6.08270277
480.0,Mauritius,1939,16.63716076
528.0,Netherlands,1939,35.96733746
554.0,New Zealand,1939,73.99938472
566.0,Nigeria,1939,5.32564061
578.0,Norway,1939,45.08181446
620.0,Portugal,1939,7.5386998
642.0,Romania,1939,9.97469083
694.0,Sierra Leone,1939,11.7483565
710.0,South Africa,1939,14.50470494
752.0,Sweden,1939,37.61908301
756.0,Switzerland,1939,34.5488216
270.0,The Gambia,1939,9.6967096
792.0,Turkey,1939,6.58396862
800.0,Uganda,1939,7.99225594
826.0,United Kingdom,1939,37.26728169
840.0,United States,1939,85.60669213
32.0,Argentina,1940,36.14896952
36.0,Australia,1940,39.94551551
124.0,Canada,1940,53.32081915
152.0,Chile,1940,10.48388215
170.0,Colombia,1940,5.12535917
208.0,Denmark,1940,28.40911864
222.0,El Salvador,1940,9.92849283
246.0,Finland,1940,20.6833069
288.0,Ghana,1940,4.97946331
320.0,Guatemala,1940,7.91521201
348.0,Hungary,1940,9.90676995
356.0,India,1940,3.78778417
372.0,Ireland,1940,28.69455326
392.0,Japan,1940,8.06557821
404.0,Kenya,1940,7.87313396
454.0,Malawi,1940,6.08270277
480.0,Mauritius,1940,12.49249954
484.0,Mexico,1940,10.04960857
554.0,New Zealand,1940,73.59179177
566.0,Nigeria,1940,3.73687211
620.0,Portugal,1940,6.63434729
694.0,Sierra Leone,1940,9.42506274
710.0,South Africa,1940,13.85700996
752.0,Sweden,1940,34.75428281
756.0,Switzerland,1940,25.16402292
270.0,The Gambia,1940,7.42552742
826.0,United Kingdom,1940,39.80479277
840.0,United States,1940,90.13172528
858.0,Uruguay,1940,21.02675794
862.0,Venezuela,1940,9.67136459
32.0,Argentina,1941,34.81944881
124.0,Canada,1941,53.03380593
152.0,Chile,1941,13.94898148
246.0,Finland,1941,20.46072449
288.0,Ghana,1941,5.32109539
356.0,India,1941,3.83425398
372.0,Ireland,1941,26.08013086
376.0,Israel,1941,9.87648464
392.0,Japan,1941,8.87205485
404.0,Kenya,1941,6.61651399
454.0,Malawi,1941,6.08270277
484.0,Mexico,1941,10.53558716
554.0,New Zealand,1941,73.59167675
566.0,Nigeria,1941,3.88508094
604.0,Peru,1941,7.72463141
620.0,Portugal,1941,7.98465693
694.0,Sierra Leone,1941,9.68502202
710.0,South Africa,1941,14.84849182
752.0,Sweden,1941,35.20661516
756.0,Switzerland,1941,21.04722938
800.0,Uganda,1941,7.55422676
826.0,United Kingdom,1941,40.93398637
840.0,United States,1941,78.89022362
858.0,Uruguay,1941,22.55639914
862.0,Venezuela,1941,14.78491453
32.0,Argentina,1942,37.18518413
36.0,Australia,1942,57.09458087
124.0,Canada,1942,59.04746048
152.0,Chile,1942,10.19851451
208.0,Denmark,1942,27.22683642
246.0,Finland,1942,23.04941885
288.0,Ghana,1942,7.56443808
356.0,India,1942,2.97373753
372.0,Ireland,1942,21.94088149
392.0,Japan,1942,10.34601191
404.0,Kenya,1942,7.28782317
480.0,Mauritius,1942,7.09418264
484.0,Mexico,1942,8.81267949
554.0,New Zealand,1942,80.80731377
566.0,Nigeria,1942,3.34014076
620.0,Portugal,1942,7.44486716
694.0,Sierra Leone,1942,5.97578683
752.0,Sweden,1942,36.99525636
756.0,Switzerland,1942,25.79931649
270.0,The Gambia,1942,4.23438774
800.0,Uganda,1942,7.7512732
826.0,United Kingdom,1942,36.35152269
840.0,United States,1942,77.12436669
32.0,Argentina,1943,37.93953706
36.0,Australia,1943,58.00088063
76.0,Brazil,1943,9.70386964
124.0,Canada,1943,53.4488681
208.0,Denmark,1943,28.77722315
246.0,Finland,1943,23.84669257
288.0,Ghana,1943,7.15920033
356.0,India,1943,2.5122106
372.0,Ireland,1943,23.79449207
392.0,Japan,1943,13.05545296
404.0,Kenya,1943,5.52949791
480.0,Mauritius,1943,12.98681801
484.0,Mexico,1943,7.14604288
554.0,New Zealand,1943,72.65613492
566.0,Nigeria,1943,3.26034167
604.0,Peru,1943,7.9286913
620.0,Portugal,1943,7.53734074
694.0,Sierra Leone,1943,6.15140639
710.0,South Africa,1943,13.8367483
752.0,Sweden,1943,46.59323195
756.0,Switzerland,1943,26.48413164
270.0,The Gambia,1943,5.50216849
800.0,Uganda,1943,7.65970732
826.0,United Kingdom,1943,36.68060623
840.0,United States,1943,71.97684701
862.0,Venezuela,1943,6.4648102
36.0,Australia,1944,54.8705844
124.0,Canada,1944,53.04237064
152.0,Chile,1944,9.95596525
208.0,Denmark,1944,29.63057217
246.0,Finland,1944,24.8101953
288.0,Ghana,1944,6.7951732
356.0,India,1944,3.91857359
372.0,Ireland,1944,23.10467645
376.0,Israel,1944,0.35849968
392.0,Japan,1944,15.30483615
404.0,Kenya,1944,8.69479117
480.0,Mauritius,1944,12.896383
484.0,Mexico,1944,12.61442076
604.0,Peru,1944,13.11706622
620.0,Portugal,1944,8.08749465
694.0,Sierra Leone,1944,7.30942797
710.0,South Africa,1944,14.09439083
752.0,Sweden,1944,41.46207189
756.0,Switzerland,1944,26.75213324
270.0,The Gambia,1944,4.83611652
800.0,Uganda,1944,5.87256627
826.0,United Kingdom,1944,37.05787974
840.0,United States,1944,70.20510292
858.0,Uruguay,1944,28.24447553
862.0,Venezuela,1944,9.38131305
36.0,Australia,1945,55.3827382
124.0,Canada,1945,50.34170039
203.0,Czech Republic,1945,25.97855816
208.0,Denmark,1945,29.56419521
222.0,El Salvador,1945,12.60816114
250.0,France,1945,17.43725418
288.0,Ghana,1945,6.46637449
356.0,India,1945,4.70645749
372.0,Ireland,1945,23.18966606
376.0,Israel,1945,8.58709528
392.0,Japan,1945,4.25892681
404.0,Kenya,1945,7.28992702
442.0,Luxembourg,1945,30.05984382
480.0,Mauritius,1945,11.28433513
528.0,Netherlands,1945,26.99184129
554.0,New Zealand,1945,90.32931862
566.0,Nigeria,1945,4.58358164
620.0,Portugal,1945,6.47944644
694.0,Sierra Leone,1945,7.77798104
710.0,South Africa,1945,9.7667512
752.0,Sweden,1945,47.25873929
756.0,Switzerland,1945,32.51081209
270.0,The Gambia,1945,4.94011902
800.0,Uganda,1945,5.05311024
826.0,United Kingdom,1945,40.76435854
840.0,United States,1945,72.7346458
862.0,Venezuela,1945,9.8670494
36.0,Australia,1946,63.1205713
56.0,Belgium,1946,46.14049867
,Canada,1946,66.73118859
124.0,Canada,1946,40.99347307
152.0,Chile,1946,13.42133638
188.0,Costa Rica,1946,6.28887136
203.0,Czech Republic,1946,21.57306503
208.0,Denmark,1946,47.5199
246.0,Finland,1946,22.45082713
348.0,Hungary,1946,6.96833143
352.0,Iceland,1946,68.67973345
356.0,India,1946,4.71948479
372.0,Ireland,1946,24.69531366
388.0,Jamaica,1946,10.54348719
392.0,Japan,1946,4.2578914
442.0,Luxembourg,1946,19.85366793
480.0,Mauritius,1946,10.68579722
484.0,Mexico,1946,6.05901896
528.0,Netherlands,1946,27.58580558
566.0,Nigeria,1946,4.78610012
600.0,Paraguay,1946,15.52459682
604.0,Peru,1946,17.81414774
620.0,Portugal,1946,7.41144002
694.0,Sierra Leone,1946,7.8450326
710.0,South Africa,1946,10.09846417
670.0,St. Vincent and the Grenadines,1946,4.95111179
752.0,Sweden,1946,44.22947942
756.0,Switzerland,1946,41.07463031
270.0,The Gambia,1946,4.99381597
780.0,Trinidad and Tobago,1946,13.73395419
826.0,United Kingdom,1946,48.26964243
840.0,United States,1946,66.73118859
862.0,Venezuela,1946,8.28968946
32.0,Argentina,1947,64.79965777
36.0,Australia,1947,62.44687831
40.0,Austria,1947,59.05045418
56.0,Belgium,1947,26.79689161
,Canada,1947,57.35376473
124.0,Canada,1947,41.15988672
152.0,Chile,1947,10.46158525
188.0,Costa Rica,1947,5.67176348
208.0,Denmark,1947,44.00547393
222.0,El Salvador,1947,12.45234682
246.0,Finland,1947,35.2877167
352.0,Iceland,1947,67.0241249
356.0,India,1947,5.13321597
364.0,Iran,1947,9.78901451
372.0,Ireland,1947,38.04917837
380.0,Italy,1947,6.62170457
388.0,Jamaica,1947,9.04687228
392.0,Japan,1947,4.16767255
404.0,Kenya,1947,6.6763292
442.0,Luxembourg,1947,22.15656937
480.0,Mauritius,1947,12.08974225
484.0,Mexico,1947,7.76481401
528.0,Netherlands,1947,24.97070867
554.0,New Zealand,1947,95.54187264
566.0,Nigeria,1947,5.15371531
604.0,Peru,1947,10.98809464
608.0,Philippines,1947,12.57552217
620.0,Portugal,1947,8.50784844
642.0,Romania,1947,2.01750695
694.0,Sierra Leone,1947,10.14725811
670.0,St. Vincent and the Grenadines,1947,5.36516639
752.0,Sweden,1947,45.07747018
756.0,Switzerland,1947,29.77183179
270.0,The Gambia,1947,5.29773174
780.0,Trinidad and Tobago,1947,19.02088597
826.0,United Kingdom,1947,44.8367153
840.0,United States,1947,57.35376473
858.0,Uruguay,1947,21.95229163
862.0,Venezuela,1947,7.0499021
716.0,Zimbabwe,1947,2.19040359
40.0,Austria,1948,36.10606432
288.0,Ghana,1948,8.72159214
356.0,India,1948,5.79128146
392.0,Japan,1948,5.88925436
404.0,Kenya,1948,6.58990422
454.0,Malawi,1948,2.77218598
480.0,Mauritius,1948,11.08226373
566.0,Nigeria,1948,4.64310055
694.0,Sierra Leone,1948,10.46004347
270.0,The Gambia,1948,4.63291835
36.0,Australia,1949,70.82469729
40.0,Austria,1949,34.27795496
56.0,Belgium,1949,27.81501937
124.0,Canada,1949,64.94876434
152.0,Chile,1949,10.42906825
208.0,Denmark,1949,56.08818262
214.0,Dominican Republic,1949,8.34269969
246.0,Finland,1949,21.71340129
250.0,France,1949,11.96705478
288.0,Ghana,1949,7.58399317
328.0,Guyana,1949,10.68311253
356.0,India,1949,5.30460473
372.0,Ireland,1949,43.50000682
376.0,Israel,1949,52.32550317
380.0,Italy,1949,13.64493879
388.0,Jamaica,1949,12.12344208
404.0,Kenya,1949,7.11082046
442.0,Luxembourg,1949,27.26308561
454.0,Malawi,1949,3.36361007
480.0,Mauritius,1949,11.84391382
484.0,Mexico,1949,8.34620281
554.0,New Zealand,1949,92.91867745
566.0,Nigeria,1949,4.18307599
578.0,Norway,1949,44.68979942
620.0,Portugal,1949,8.24183476
694.0,Sierra Leone,1949,11.93328667
670.0,St. Vincent and the Grenadines,1949,6.7544905
,Sudan,1949,5.07995916
752.0,Sweden,1949,43.32277225
756.0,Switzerland,1949,30.75064759
270.0,The Gambia,1949,5.5750047
780.0,Trinidad and Tobago,1949,16.57952491
800.0,Uganda,1949,6.22987187
826.0,United Kingdom,1949,41.74314107
840.0,United States,1949,99.21894624
36.0,Australia,1950,74.58481456
40.0,Austria,1950,23.07755951
56.0,Belgium,1950,27.45725743
68.0,Bolivia,1950,3.04851205
124.0,Canada,1950,54.59422469
152.0,Chile,1950,11.70262421
246.0,Finland,1950,24.355989
250.0,France,1950,12.28131054
352.0,Iceland,1950,54.77081858
356.0,India,1950,7.35079338
372.0,Ireland,1950,43.58643794
392.0,Japan,1950,5.59487544
404.0,Kenya,1950,7.20807223
480.0,Mauritius,1950,16.05136798
104.0,Myanmar,1950,6.76286386
528.0,Netherlands,1950,20.69603441
554.0,New Zealand,1950,64.36561307
558.0,Nicaragua,1950,11.73644005
566.0,Nigeria,1950,5.05614676
586.0,Pakistan,1950,9.83736899
620.0,Portugal,1950,8.12057498
694.0,Sierra Leone,1950,11.74609785
,Sudan,1950,6.48553067
752.0,Sweden,1950,41.24550059
756.0,Switzerland,1950,32.65130845
270.0,The Gambia,1950,5.9177304
800.0,Uganda,1950,7.03423155
826.0,United Kingdom,1950,43.77659251
840.0,United States,1950,86.34369195
32.0,Argentina,1951,53.79647869
36.0,Australia,1951,68.74773805
40.0,Austria,1951,15.85752908
56.0,Belgium,1951,26.8380091
84.0,Belize,1951,13.26492209
124.0,Canada,1951,61.15422664
152.0,Chile,1951,11.31137178
156.0,China,1951,5.98395031
196.0,Cyprus,1951,20.02875404
246.0,Finland,1951,31.09860328
276.0,Germany,1951,16.36984246
288.0,Ghana,1951,5.93979416
300.0,Greece,1951,12.60673762
328.0,Guyana,1951,12.14470793
352.0,Iceland,1951,45.06919129
356.0,India,1951,8.25513908
372.0,Ireland,1951,73.56583066
404.0,Kenya,1951,7.4279411
480.0,Mauritius,1951,14.21692593
528.0,Netherlands,1951,18.89006313
554.0,New Zealand,1951,80.57878132
566.0,Nigeria,1951,3.79599901
578.0,Norway,1951,47.1881482
608.0,Philippines,1951,31.79949747
620.0,Portugal,1951,6.09565438
694.0,Sierra Leone,1951,10.33579751
,Sudan,1951,6.72759766
752.0,Sweden,1951,0.02734313
756.0,Switzerland,1951,33.69777045
760.0,Syria,1951,11.3146109
158.0,Taiwan,1951,4.59202583
270.0,The Gambia,1951,5.04352023
780.0,Trinidad and Tobago,1951,23.91757791
800.0,Uganda,1951,6.25265027
826.0,United Kingdom,1951,39.99178039
840.0,United States,1951,83.92884312
56.0,Belgium,1952,26.87835262
152.0,Chile,1952,10.62689842
246.0,Finland,1952,26.12111301
276.0,Germany,1952,16.44837999
288.0,Ghana,1952,9.89235139
352.0,Iceland,1952,52.82301494
356.0,India,1952,7.07502908
364.0,Iran,1952,7.97571589
372.0,Ireland,1952,63.23209351
376.0,Israel,1952,67.74741585
380.0,Italy,1952,12.10914241
392.0,Japan,1952,6.19039449
404.0,Kenya,1952,7.47377963
480.0,Mauritius,1952,15.19606101
528.0,Netherlands,1952,19.07063844
554.0,New Zealand,1952,78.54895156
566.0,Nigeria,1952,4.05542239
620.0,Portugal,1952,7.65383289
694.0,Sierra Leone,1952,11.01179034
752.0,Sweden,1952,0.05438571
756.0,Switzerland,1952,34.91769322
158.0,Taiwan,1952,10.10356532
270.0,The Gambia,1952,5.1235761
800.0,Uganda,1952,7.9509523
826.0,United Kingdom,1952,31.82857834
862.0,Venezuela,1952,18.4569225
36.0,Australia,1953,66.84284176
40.0,Austria,1953,14.47426101
50.0,Bangladesh,1953,5.56340171
52.0,Barbados,1953,8.8996959
56.0,Belgium,1953,14.55791288
84.0,Belize,1953,14.25966548
124.0,Canada,1953,71.22293652
152.0,Chile,1953,11.93940166
156.0,China,1953,5.22694461
196.0,Cyprus,1953,15.32542533
208.0,Denmark,1953,45.06192297
242.0,Fiji,1953,10.48462039
246.0,Finland,1953,26.44167251
276.0,Germany,1953,18.73831005
288.0,Ghana,1953,9.9583004
300.0,Greece,1953,18.77374294
320.0,Guatemala,1953,8.48781505
352.0,Iceland,1953,62.59470109
356.0,India,1953,7.8600511
372.0,Ireland,1953,0.35784192
376.0,Israel,1953,73.80578714
380.0,Italy,1953,13.03252644
388.0,Jamaica,1953,11.0245648
392.0,Japan,1953,6.44140191
404.0,Kenya,1953,6.78760135
454.0,Malawi,1953,4.70452901
458.0,Malaysia,1953,11.88215207
470.0,Malta,1953,22.33356873
480.0,Mauritius,1953,16.2272662
528.0,Netherlands,1953,21.34080521
554.0,New Zealand,1953,88.91903681
566.0,Nigeria,1953,3.90096873
600.0,Paraguay,1953,38.50138243
620.0,Portugal,1953,7.75597667
694.0,Sierra Leone,1953,11.12531395
702.0,Singapore,1953,13.56381411
724.0,Spain,1953,4.13757604
670.0,St. Vincent and the Grenadines,1953,5.8029516
