ccode,country_name,year,value
694.0,Sierra Leone,1890,4.58592867
710.0,South Africa,1890,7.80876582
724.0,Spain,1890,15.23706105
144.0,Sri Lanka,1890,6.79525341
270.0,The Gambia,1890,5.59719469
780.0,Trinidad and Tobago,1890,5.62839128
792.0,Turkey,1890,3.89500196
826.0,United Kingdom,1890,26.38707828
36.0,Australia,1891,55.12372178
50.0,Bangladesh,1891,6.79757879
56.0,Belgium,1891,18.8231888
156.0,China,1891,4.96683116
196.0,Cyprus,1891,5.01642927
242.0,Fiji,1891,7.9366742
250.0,France,1891,27.1039692
276.0,Germany,1891,19.14347319
288.0,Ghana,1891,3.70264833
328.0,Guyana,1891,8.36352742
356.0,India,1891,3.82069567
380.0,Italy,1891,9.89872641
388.0,Jamaica,1891,12.18378914
392.0,Japan,1891,6.02951506
480.0,Mauritius,1891,10.84442491
528.0,Netherlands,1891,16.33878711
554.0,New Zealand,1891,35.24616372
566.0,Nigeria,1891,6.11984173
616.0,Poland,1891,7.57104461
694.0,Sierra Leone,1891,5.75656859
710.0,South Africa,1891,8.00978109
724.0,Spain,1891,15.43877511
270.0,The Gambia,1891,5.58094157
780.0,Trinidad and Tobago,1891,5.63308082
826.0,United Kingdom,1891,26.18207323
36.0,Australia,1892,46.19833136
50.0,Bangladesh,1892,5.63316198
56.0,Belgium,1892,18.65417846
156.0,China,1892,4.76819904
196.0,Cyprus,1892,6.01162282
242.0,Fiji,1892,9.08430689
250.0,France,1892,27.04759495
276.0,Germany,1892,19.44182573
288.0,Ghana,1892,3.11972677
328.0,Guyana,1892,8.3601815
356.0,India,1892,3.61697345
380.0,Italy,1892,8.82665786
388.0,Jamaica,1892,12.70551066
392.0,Japan,1892,5.84355137
458.0,Malaysia,1892,6.94812647
480.0,Mauritius,1892,9.54193885
528.0,Netherlands,1892,16.71343701
554.0,New Zealand,1892,44.6766038
566.0,Nigeria,1892,4.78719235
616.0,Poland,1892,7.31194789
694.0,Sierra Leone,1892,5.74926635
710.0,South Africa,1892,7.48937466
724.0,Spain,1892,15.10521121
270.0,The Gambia,1892,5.58411996
780.0,Trinidad and Tobago,1892,5.62999888
826.0,United Kingdom,1892,26.06635136
36.0,Australia,1893,51.11048311
50.0,Bangladesh,1893,7.58668554
56.0,Belgium,1893,20.51519117
156.0,China,1893,4.65569121
196.0,Cyprus,1893,6.62790386
242.0,Fiji,1893,9.97531238
250.0,France,1893,28.58305667
276.0,Germany,1893,19.2163299
288.0,Ghana,1893,3.11885168
328.0,Guyana,1893,8.35322195
356.0,India,1893,3.65455239
380.0,Italy,1893,8.14889884
388.0,Jamaica,1893,13.38116969
392.0,Japan,1893,5.87931362
458.0,Malaysia,1893,6.8289857
480.0,Mauritius,1893,9.97779571
528.0,Netherlands,1893,18.61414255
554.0,New Zealand,1893,56.35053517
566.0,Nigeria,1893,4.78472352
616.0,Poland,1893,10.06923473
694.0,Sierra Leone,1893,5.7506189
710.0,South Africa,1893,6.57073683
724.0,Spain,1893,14.69051467
270.0,The Gambia,1893,5.39484122
780.0,Trinidad and Tobago,1893,6.25813565
792.0,Turkey,1893,4.78264771
826.0,United Kingdom,1893,26.59531903
50.0,Bangladesh,1894,5.5103409
56.0,Belgium,1894,20.51519117
156.0,China,1894,4.58495459
196.0,Cyprus,1894,6.59083627
242.0,Fiji,1894,8.7708759
250.0,France,1894,27.62065378
276.0,Germany,1894,17.16803764
288.0,Ghana,1894,3.16850194
328.0,Guyana,1894,8.3005462
356.0,India,1894,3.97114975
380.0,Italy,1894,6.56848914
388.0,Jamaica,1894,13.03515152
392.0,Japan,1894,7.88947141
458.0,Malaysia,1894,6.44123172
480.0,Mauritius,1894,9.11868371
528.0,Netherlands,1894,20.61291819
566.0,Nigeria,1894,5.53982534
616.0,Poland,1894,13.40068196
694.0,Sierra Leone,1894,4.59976779
710.0,South Africa,1894,6.76279207
724.0,Spain,1894,15.54143881
270.0,The Gambia,1894,5.39922506
780.0,Trinidad and Tobago,1894,6.22302179
792.0,Turkey,1894,6.43383682
826.0,United Kingdom,1894,28.44093362
50.0,Bangladesh,1895,6.29561973
56.0,Belgium,1895,19.81995977
156.0,China,1895,3.98914352
196.0,Cyprus,1895,6.56029218
242.0,Fiji,1895,13.68438132
250.0,France,1895,28.64516539
276.0,Germany,1895,18.79547354
288.0,Ghana,1895,3.16579297
328.0,Guyana,1895,8.39125867
356.0,India,1895,3.89084225
380.0,Italy,1895,6.84313924
388.0,Jamaica,1895,13.03515152
392.0,Japan,1895,7.59418808
458.0,Malaysia,1895,5.76121279
480.0,Mauritius,1895,10.3026416
528.0,Netherlands,1895,20.58470742
566.0,Nigeria,1895,6.25029506
616.0,Poland,1895,12.95548658
694.0,Sierra Leone,1895,4.60334273
710.0,South Africa,1895,6.74941629
724.0,Spain,1895,15.85695461
270.0,The Gambia,1895,5.49745675
780.0,Trinidad and Tobago,1895,6.22302179
792.0,Turkey,1895,5.35868258
826.0,United Kingdom,1895,28.84151015
50.0,Bangladesh,1896,5.19863721
56.0,Belgium,1896,21.44616649
156.0,China,1896,4.63287499
196.0,Cyprus,1896,6.52476345
242.0,Fiji,1896,15.14479061
250.0,France,1896,28.70750349
276.0,Germany,1896,20.41770191
288.0,Ghana,1896,3.16597426
328.0,Guyana,1896,8.36839518
356.0,India,1896,3.46055956
380.0,Italy,1896,7.0726785
388.0,Jamaica,1896,13.03515152
392.0,Japan,1896,8.21693016
480.0,Mauritius,1896,10.63461445
528.0,Netherlands,1896,20.97667902
566.0,Nigeria,1896,6.24350017
616.0,Poland,1896,12.74523524
694.0,Sierra Leone,1896,4.59806352
710.0,South Africa,1896,7.49604677
724.0,Spain,1896,14.65946598
270.0,The Gambia,1896,5.50380799
780.0,Trinidad and Tobago,1896,6.35134501
792.0,Turkey,1896,5.36523238
826.0,United Kingdom,1896,28.90937253
50.0,Bangladesh,1897,4.01118857
56.0,Belgium,1897,20.80099978
156.0,China,1897,4.48816988
196.0,Cyprus,1897,6.45753107
242.0,Fiji,1897,13.54910507
250.0,France,1897,28.64516539
276.0,Germany,1897,20.96953169
288.0,Ghana,1897,3.16487382
328.0,Guyana,1897,11.38423358
356.0,India,1897,3.11491222
380.0,Italy,1897,6.3266759
388.0,Jamaica,1897,13.03515152
392.0,Japan,1897,7.81801469
458.0,Malaysia,1897,4.38058991
480.0,Mauritius,1897,8.1197367
528.0,Netherlands,1897,22.70248546
566.0,Nigeria,1897,4.97975972
616.0,Poland,1897,14.35695336
694.0,Sierra Leone,1897,4.63059022
724.0,Spain,1897,15.55866739
270.0,The Gambia,1897,5.91438473
780.0,Trinidad and Tobago,1897,5.87434962
826.0,United Kingdom,1897,28.34252209
50.0,Bangladesh,1898,5.30544715
56.0,Belgium,1898,20.39426425
156.0,China,1898,4.63989945
196.0,Cyprus,1898,6.4222416
242.0,Fiji,1898,12.84842245
250.0,France,1898,28.83290312
276.0,Germany,1898,21.23440999
288.0,Ghana,1898,3.16491707
328.0,Guyana,1898,11.46925774
356.0,India,1898,3.58436894
380.0,Italy,1898,6.18321387
388.0,Jamaica,1898,13.03515152
392.0,Japan,1898,8.08124988
458.0,Malaysia,1898,4.35063602
480.0,Mauritius,1898,9.02795705
528.0,Netherlands,1898,22.59821673
566.0,Nigeria,1898,4.99504615
616.0,Poland,1898,14.02557463
694.0,Sierra Leone,1898,6.60239506
710.0,South Africa,1898,8.06313765
724.0,Spain,1898,16.07381119
270.0,The Gambia,1898,5.91503417
780.0,Trinidad and Tobago,1898,5.87434962
826.0,United Kingdom,1898,27.8289543
50.0,Bangladesh,1899,6.24844047
56.0,Belgium,1899,21.41351263
156.0,China,1899,4.46309067
196.0,Cyprus,1899,6.37868517
242.0,Fiji,1899,13.50243711
250.0,France,1899,28.95927319
276.0,Germany,1899,20.55077783
288.0,Ghana,1899,3.16274995
328.0,Guyana,1899,11.45499896
356.0,India,1899,4.19166635
380.0,Italy,1899,6.36955149
388.0,Jamaica,1899,13.03515152
392.0,Japan,1899,8.61946895
458.0,Malaysia,1899,4.35063602
480.0,Mauritius,1899,10.01521605
528.0,Netherlands,1899,21.92962996
566.0,Nigeria,1899,5.88261549
616.0,Poland,1899,13.5959805
694.0,Sierra Leone,1899,6.60012971
710.0,South Africa,1899,8.06161551
724.0,Spain,1899,16.09212005
270.0,The Gambia,1899,5.90913829
780.0,Trinidad and Tobago,1899,6.12896226
792.0,Turkey,1899,5.18202682
826.0,United Kingdom,1899,28.11552248
50.0,Bangladesh,1900,5.31179206
56.0,Belgium,1900,21.21466412
156.0,China,1900,5.26985406
196.0,Cyprus,1900,6.34854107
242.0,Fiji,1900,8.03073681
250.0,France,1900,29.54023677
276.0,Germany,1900,20.28388461
288.0,Ghana,1900,3.15929189
328.0,Guyana,1900,15.53128652
356.0,India,1900,3.35487804
380.0,Italy,1900,6.5726807
388.0,Jamaica,1900,13.03515152
392.0,Japan,1900,8.50423541
458.0,Malaysia,1900,4.24065944
480.0,Mauritius,1900,8.779671
528.0,Netherlands,1900,19.92066387
566.0,Nigeria,1900,5.87431013
616.0,Poland,1900,11.70730261
694.0,Sierra Leone,1900,6.59086454
710.0,South Africa,1900,10.05743365
724.0,Spain,1900,14.44534734
270.0,The Gambia,1900,5.90839012
780.0,Trinidad and Tobago,1900,6.12896226
792.0,Turkey,1900,5.64051978
826.0,United Kingdom,1900,27.03296661
50.0,Bangladesh,1901,5.63748145
56.0,Belgium,1901,21.01122264
156.0,China,1901,4.7979171
196.0,Cyprus,1901,6.30403648
242.0,Fiji,1901,8.00037389
250.0,France,1901,29.47468737
276.0,Germany,1901,20.40048833
288.0,Ghana,1901,3.15586247
328.0,Guyana,1901,15.53128652
356.0,India,1901,3.23959565
380.0,Italy,1901,6.31151457
388.0,Jamaica,1901,13.03515152
392.0,Japan,1901,9.18971534
454.0,Malawi,1901,1.65916647
458.0,Malaysia,1901,4.24065944
480.0,Mauritius,1901,10.66841278
528.0,Netherlands,1901,22.73786928
566.0,Nigeria,1901,5.83530939
616.0,Poland,1901,11.5019236
694.0,Sierra Leone,1901,6.58162535
710.0,South Africa,1901,8.26358742
724.0,Spain,1901,14.29582191
270.0,The Gambia,1901,5.90782594
780.0,Trinidad and Tobago,1901,6.12896226
792.0,Turkey,1901,5.40424304
826.0,United Kingdom,1901,27.12247975
50.0,Bangladesh,1902,6.65125921
56.0,Belgium,1902,21.63496079
156.0,China,1902,4.55443839
196.0,Cyprus,1902,6.26693063
242.0,Fiji,1902,8.04842092
250.0,France,1902,29.54023677
276.0,Germany,1902,20.07287632
288.0,Ghana,1902,3.15474781
328.0,Guyana,1902,15.53128652
356.0,India,1902,3.68995562
380.0,Italy,1902,5.58605313
392.0,Japan,1902,8.85513833
454.0,Malawi,1902,1.66486093
458.0,Malaysia,1902,4.2951205
480.0,Mauritius,1902,10.73209214
528.0,Netherlands,1902,22.38353167
566.0,Nigeria,1902,5.82011498
616.0,Poland,1902,11.14262041
694.0,Sierra Leone,1902,6.56576651
710.0,South Africa,1902,9.08294403
724.0,Spain,1902,14.06223964
270.0,The Gambia,1902,5.91311161
780.0,Trinidad and Tobago,1902,6.24051094
826.0,United Kingdom,1902,27.12247975
50.0,Bangladesh,1903,7.18820125
56.0,Belgium,1903,20.2389754
156.0,China,1903,5.14100866
196.0,Cyprus,1903,6.22830099
242.0,Fiji,1903,8.0726615
250.0,France,1903,29.27952129
276.0,Germany,1903,20.43684855
288.0,Ghana,1903,3.15469635
328.0,Guyana,1903,15.53128652
356.0,India,1903,3.99141327
380.0,Italy,1903,7.64378381
392.0,Japan,1903,8.62180549
454.0,Malawi,1903,1.6702217
458.0,Malaysia,1903,4.22993255
480.0,Mauritius,1903,14.01835084
528.0,Netherlands,1903,22.00513878
566.0,Nigeria,1903,5.87124427
616.0,Poland,1903,11.42358961
694.0,Sierra Leone,1903,6.56671119
710.0,South Africa,1903,9.08354661
724.0,Spain,1903,13.60140776
270.0,The Gambia,1903,5.91037149
780.0,Trinidad and Tobago,1903,6.24051094
792.0,Turkey,1903,5.31912253
826.0,United Kingdom,1903,26.82638281
50.0,Bangladesh,1904,7.40088727
56.0,Belgium,1904,20.61705478
156.0,China,1904,4.87551433
196.0,Cyprus,1904,6.22830099
242.0,Fiji,1904,8.06672255
250.0,France,1904,30.62544554
276.0,Germany,1904,21.36950569
288.0,Ghana,1904,3.52759378
328.0,Guyana,1904,15.53128652
356.0,India,1904,4.10075293
380.0,Italy,1904,8.62944916
392.0,Japan,1904,8.50423541
404.0,Kenya,1904,5.11791555
454.0,Malawi,1904,2.79269519
458.0,Malaysia,1904,4.24155581
480.0,Mauritius,1904,11.01684786
528.0,Netherlands,1904,22.2926143
566.0,Nigeria,1904,6.20741269
616.0,Poland,1904,15.3847352
694.0,Sierra Leone,1904,6.61928952
710.0,South Africa,1904,8.15254754
724.0,Spain,1904,16.42832877
270.0,The Gambia,1904,5.9033049
780.0,Trinidad and Tobago,1904,6.24051094
792.0,Turkey,1904,5.10725404
826.0,United Kingdom,1904,26.91453083
50.0,Bangladesh,1905,7.66876593
56.0,Belgium,1905,19.8760192
156.0,China,1905,4.53557181
196.0,Cyprus,1905,6.22830099
242.0,Fiji,1905,8.00727854
250.0,France,1905,29.80509871
276.0,Germany,1905,21.2426139
288.0,Ghana,1905,3.53045699
328.0,Guyana,1905,12.51709674
356.0,India,1905,3.55386123
380.0,Italy,1905,9.04949549
392.0,Japan,1905,8.12586901
404.0,Kenya,1905,4.19763083
454.0,Malawi,1905,2.79011448
458.0,Malaysia,1905,3.94597165
480.0,Mauritius,1905,13.45379267
528.0,Netherlands,1905,23.80751818
566.0,Nigeria,1905,6.35426118
616.0,Poland,1905,16.81882885
694.0,Sierra Leone,1905,6.62693719
710.0,South Africa,1905,9.6309373
724.0,Spain,1905,15.81689118
780.0,Trinidad and Tobago,1905,6.24051094
792.0,Turkey,1905,4.88630826
826.0,United Kingdom,1905,26.82638281
50.0,Bangladesh,1906,7.03494109
56.0,Belgium,1906,20.81206414
156.0,China,1906,4.20407071
196.0,Cyprus,1906,7.30383735
242.0,Fiji,1906,8.00727854
250.0,France,1906,29.60606849
276.0,Germany,1906,20.78280585
288.0,Ghana,1906,3.52688155
328.0,Guyana,1906,13.24966499
356.0,India,1906,3.73111289
380.0,Italy,1906,9.87283216
392.0,Japan,1906,7.93728638
404.0,Kenya,1906,4.17602101
454.0,Malawi,1906,2.77506924
458.0,Malaysia,1906,3.90566
480.0,Mauritius,1906,8.86999399
528.0,Netherlands,1906,24.18411726
566.0,Nigeria,1906,6.71460049
616.0,Poland,1906,17.04442553
694.0,Sierra Leone,1906,6.62249828
710.0,South Africa,1906,8.65613811
724.0,Spain,1906,15.95794202
780.0,Trinidad and Tobago,1906,6.24051094
800.0,Uganda,1906,6.44619432
826.0,United Kingdom,1906,29.54127138
50.0,Bangladesh,1907,5.49145455
56.0,Belgium,1907,19.52729657
156.0,China,1907,4.06340955
196.0,Cyprus,1907,7.99971886
242.0,Fiji,1907,8.00727854
250.0,France,1907,29.27952129
276.0,Germany,1907,23.3765228
288.0,Ghana,1907,3.51877767
328.0,Guyana,1907,13.08014459
356.0,India,1907,3.67823894
380.0,Italy,1907,9.16049219
392.0,Japan,1907,8.74767726
404.0,Kenya,1907,4.18416157
454.0,Malawi,1907,2.70161795
458.0,Malaysia,1907,3.90566
480.0,Mauritius,1907,7.65202527
528.0,Netherlands,1907,22.42532477
566.0,Nigeria,1907,6.61729611
616.0,Poland,1907,20.64094733
694.0,Sierra Leone,1907,6.61707692
710.0,South Africa,1907,8.65227743
724.0,Spain,1907,16.54753191
780.0,Trinidad and Tobago,1907,6.24051094
792.0,Turkey,1907,4.54017207
800.0,Uganda,1907,5.57504545
826.0,United Kingdom,1907,29.06479926
50.0,Bangladesh,1908,7.8225436
56.0,Belgium,1908,23.85541427
156.0,China,1908,3.95742854
196.0,Cyprus,1908,7.31701996
242.0,Fiji,1908,8.00727854
250.0,France,1908,28.70750349
276.0,Germany,1908,24.48130717
288.0,Ghana,1908,3.51735402
328.0,Guyana,1908,13.19330534
356.0,India,1908,3.26541512
380.0,Italy,1908,8.07175212
392.0,Japan,1908,9.2327174
404.0,Kenya,1908,4.48761217
454.0,Malawi,1908,2.73478834
458.0,Malaysia,1908,3.95064255
480.0,Mauritius,1908,8.18197709
528.0,Netherlands,1908,23.33645599
566.0,Nigeria,1908,6.60050068
616.0,Poland,1908,19.98251913
694.0,Sierra Leone,1908,6.71419207
710.0,South Africa,1908,7.61610783
724.0,Spain,1908,17.54401425
780.0,Trinidad and Tobago,1908,7.20592135
792.0,Turkey,1908,4.26902802
800.0,Uganda,1908,4.94104374
826.0,United Kingdom,1908,28.69454704
50.0,Bangladesh,1909,9.3984512
56.0,Belgium,1909,23.64411088
156.0,China,1909,3.75335624
196.0,Cyprus,1909,6.43195515
242.0,Fiji,1909,8.00727854
250.0,France,1909,28.33698614
276.0,Germany,1909,25.09182002
288.0,Ghana,1909,3.47933336
328.0,Guyana,1909,11.7897139
356.0,India,1909,3.55564382
380.0,Italy,1909,8.31943867
392.0,Japan,1909,9.31881735
404.0,Kenya,1909,4.55879569
454.0,Malawi,1909,2.82543785
458.0,Malaysia,1909,3.95064255
480.0,Mauritius,1909,8.70142317
528.0,Netherlands,1909,25.45225556
566.0,Nigeria,1909,7.44726068
616.0,Poland,1909,22.80569165
694.0,Sierra Leone,1909,6.71597637
724.0,Spain,1909,20.97866638
780.0,Trinidad and Tobago,1909,7.20592135
792.0,Turkey,1909,7.15865374
826.0,United Kingdom,1909,28.63375351
56.0,Belgium,1910,23.43687102
156.0,China,1910,3.5181064
196.0,Cyprus,1910,5.57023656
242.0,Fiji,1910,8.00727854
250.0,France,1910,27.62065378
276.0,Germany,1910,25.66963418
288.0,Ghana,1910,3.47577203
328.0,Guyana,1910,12.96890852
356.0,India,1910,3.69265241
380.0,Italy,1910,8.42422179
392.0,Japan,1910,9.60846753
404.0,Kenya,1910,5.94677991
454.0,Malawi,1910,2.82155505
480.0,Mauritius,1910,8.53797546
528.0,Netherlands,1910,25.86883231
566.0,Nigeria,1910,6.18102355
616.0,Poland,1910,24.61512948
694.0,Sierra Leone,1910,6.67910438
724.0,Spain,1910,21.08341614
780.0,Trinidad and Tobago,1910,7.20592135
792.0,Turkey,1910,6.62955811
800.0,Uganda,1910,5.32380271
826.0,United Kingdom,1910,28.03969224
56.0,Belgium,1911,22.64628932
156.0,China,1911,3.84658616
196.0,Cyprus,1911,6.43195515
242.0,Fiji,1911,8.00727854
250.0,France,1911,25.65076626
276.0,Germany,1911,26.4585668
288.0,Ghana,1911,3.46486889
328.0,Guyana,1911,12.92859452
356.0,India,1911,3.96408571
380.0,Italy,1911,8.19067399
392.0,Japan,1911,9.04768396
404.0,Kenya,1911,4.83485404
454.0,Malawi,1911,2.84812324
480.0,Mauritius,1911,6.95944749
566.0,Nigeria,1911,6.17140955
694.0,Sierra Leone,1911,6.66689513
724.0,Spain,1911,21.57801603
780.0,Trinidad and Tobago,1911,6.77358906
800.0,Uganda,1911,5.24469114
826.0,United Kingdom,1911,27.98163904
56.0,Belgium,1912,23.23357858
156.0,China,1912,5.23066118
196.0,Cyprus,1912,6.43115759
242.0,Fiji,1912,7.97234696
276.0,Germany,1912,26.11680446
328.0,Guyana,1912,12.88853039
356.0,India,1912,3.26006931
380.0,Italy,1912,9.25244344
392.0,Japan,1912,8.72299388
404.0,Kenya,1912,5.01771268
454.0,Malawi,1912,2.83637244
458.0,Malaysia,1912,2.97160087
480.0,Mauritius,1912,10.33614465
566.0,Nigeria,1912,6.18309603
694.0,Sierra Leone,1912,6.67274982
724.0,Spain,1912,22.49137281
780.0,Trinidad and Tobago,1912,6.77358906
792.0,Turkey,1912,5.28838049
800.0,Uganda,1912,5.05915115
826.0,United Kingdom,1912,27.19342386
56.0,Belgium,1913,24.29069925
156.0,China,1913,3.89138968
196.0,Cyprus,1913,6.43115759
276.0,Germany,1913,28.58631496
328.0,Guyana,1913,12.88853039
356.0,India,1913,3.61130685
380.0,Italy,1913,9.44492956
388.0,Jamaica,1913,12.98212826
392.0,Japan,1913,8.54372876
404.0,Kenya,1913,5.41581239
454.0,Malawi,1913,3.55433842
724.0,Spain,1913,22.95080777
756.0,Switzerland,1913,16.77559923
792.0,Turkey,1913,4.88091511
800.0,Uganda,1913,4.96868673
826.0,United Kingdom,1913,29.48755998
36.0,Australia,1914,65.3044116
40.0,Austria,1914,3.31089143
156.0,China,1914,4.05221205
208.0,Denmark,1914,16.00416282
356.0,India,1914,3.38060765
380.0,Italy,1914,9.75176327
392.0,Japan,1914,5.50772255
404.0,Kenya,1914,5.20672997
480.0,Mauritius,1914,8.13609313
554.0,New Zealand,1914,50.09785897
566.0,Nigeria,1914,5.98080299
578.0,Norway,1914,27.05739365
752.0,Sweden,1914,24.25942669
800.0,Uganda,1914,4.63091825
826.0,United Kingdom,1914,20.88001919
156.0,China,1915,4.41462876
356.0,India,1915,3.18958234
380.0,Italy,1915,8.40429741
392.0,Japan,1915,5.7795314
404.0,Kenya,1915,4.14120228
454.0,Malawi,1915,3.49613137
480.0,Mauritius,1915,7.70116969
566.0,Nigeria,1915,5.27521279
694.0,Sierra Leone,1915,2.11031919
702.0,Singapore,1915,2.63942609
764.0,Thailand,1915,4.6389913
800.0,Uganda,1915,4.26243034
826.0,United Kingdom,1915,18.90822657
156.0,China,1916,4.34430475
356.0,India,1916,3.73784906
380.0,Italy,1916,8.7404693
392.0,Japan,1916,5.54408594
480.0,Mauritius,1916,10.96787943
694.0,Sierra Leone,1916,2.08514089
800.0,Uganda,1916,4.23208347
826.0,United Kingdom,1916,16.74835829
156.0,China,1917,4.1294323
356.0,India,1917,3.87134623
380.0,Italy,1917,8.48603053
392.0,Japan,1917,5.55013785
454.0,Malawi,1917,3.32707004
480.0,Mauritius,1917,6.46138924
694.0,Sierra Leone,1917,3.05488009
826.0,United Kingdom,1917,16.34305063
156.0,China,1918,3.01465911
356.0,India,1918,3.57356451
380.0,Italy,1918,6.88919294
392.0,Japan,1918,5.59599078
454.0,Malawi,1918,2.85440429
480.0,Mauritius,1918,5.66719756
694.0,Sierra Leone,1918,2.39443156
826.0,United Kingdom,1918,17.67076829
156.0,China,1919,3.19194772
356.0,India,1919,2.97158421
380.0,Italy,1919,10.9510542
392.0,Japan,1919,6.3311626
454.0,Malawi,1919,2.73542619
480.0,Mauritius,1919,11.27971894
566.0,Nigeria,1919,1.27668325
694.0,Sierra Leone,1919,2.38042895
800.0,Uganda,1919,4.88422745
826.0,United Kingdom,1919,23.80717746
36.0,Australia,1920,66.00572767
40.0,Austria,1920,2.23679481
156.0,China,1920,2.47707406
208.0,Denmark,1920,51.70336786
288.0,Ghana,1920,2.50548602
356.0,India,1920,3.14187819
392.0,Japan,1920,8.50743213
454.0,Malawi,1920,2.60713967
480.0,Mauritius,1920,12.56163076
554.0,New Zealand,1920,37.76685461
566.0,Nigeria,1920,2.87889477
578.0,Norway,1920,29.48030272
694.0,Sierra Leone,1920,4.07352705
752.0,Sweden,1920,28.95276724
800.0,Uganda,1920,3.65606467
826.0,United Kingdom,1920,27.72929991
40.0,Austria,1921,21.5856485
156.0,China,1921,2.68592761
208.0,Denmark,1921,50.49963694
250.0,France,1921,9.46488692
288.0,Ghana,1921,4.31016567
356.0,India,1921,3.38320103
392.0,Japan,1921,9.144723
454.0,Malawi,1921,2.55180329
480.0,Mauritius,1921,13.2090871
554.0,New Zealand,1921,45.52063136
566.0,Nigeria,1921,4.54364017
578.0,Norway,1921,31.80299714
694.0,Sierra Leone,1921,4.32813009
756.0,Switzerland,1921,19.32497764
270.0,The Gambia,1921,4.77800679
800.0,Uganda,1921,3.69266261
826.0,United Kingdom,1921,32.40197714
36.0,Australia,1922,74.54041897
40.0,Austria,1922,14.42539906
156.0,China,1922,2.94912153
208.0,Denmark,1922,51.05899212
288.0,Ghana,1922,4.21906659
356.0,India,1922,4.03659716
392.0,Japan,1922,10.22374027
454.0,Malawi,1922,2.55587063
480.0,Mauritius,1922,13.4300106
554.0,New Zealand,1922,49.73305436
566.0,Nigeria,1922,9.23532206
578.0,Norway,1922,28.45026779
702.0,Singapore,1922,3.07933043
752.0,Sweden,1922,28.6779031
756.0,Switzerland,1922,21.35538975
764.0,Thailand,1922,6.07867826
270.0,The Gambia,1922,5.17559465
800.0,Uganda,1922,6.24995784
826.0,United Kingdom,1922,26.63717066
36.0,Australia,1923,83.40191026
40.0,Austria,1923,14.68980012
56.0,Belgium,1923,10.86311166
156.0,China,1923,3.29877554
208.0,Denmark,1923,50.08792567
288.0,Ghana,1923,5.11358519
356.0,India,1923,4.59933627
392.0,Japan,1923,10.22201085
454.0,Malawi,1923,2.90902736
480.0,Mauritius,1923,13.87761783
554.0,New Zealand,1923,46.34854374
566.0,Nigeria,1923,3.28140037
578.0,Norway,1923,28.86121688
694.0,Sierra Leone,1923,6.10268863
724.0,Spain,1923,17.84383979
752.0,Sweden,1923,31.01204333
756.0,Switzerland,1923,20.54829126
270.0,The Gambia,1923,7.53231213
800.0,Uganda,1923,9.10644322
826.0,United Kingdom,1923,25.44576487
36.0,Australia,1924,77.57279466
40.0,Austria,1924,19.14607894
56.0,Belgium,1924,11.67174043
156.0,China,1924,2.15712663
208.0,Denmark,1924,49.80739396
250.0,France,1924,7.91761412
276.0,Germany,1924,20.79960019
288.0,Ghana,1924,5.11827013
356.0,India,1924,4.81231261
380.0,Italy,1924,12.09709475
392.0,Japan,1924,10.13151779
454.0,Malawi,1924,3.40016427
480.0,Mauritius,1924,11.63918283
554.0,New Zealand,1924,44.6788701
566.0,Nigeria,1924,3.81600198
578.0,Norway,1924,30.74847671
694.0,Sierra Leone,1924,6.49255592
724.0,Spain,1924,14.38076269
752.0,Sweden,1924,31.61746237
270.0,The Gambia,1924,7.43632527
800.0,Uganda,1924,8.94820754
826.0,United Kingdom,1924,26.26676475
36.0,Australia,1925,55.67947072
40.0,Austria,1925,17.42048433
56.0,Belgium,1925,10.5252538
124.0,Canada,1925,38.38344325
156.0,China,1925,2.77649592
203.0,Czech Republic,1925,11.42107098
208.0,Denmark,1925,49.82612136
233.0,Estonia,1925,10.26530598
276.0,Germany,1925,21.91538546
288.0,Ghana,1925,5.12931921
356.0,India,1925,4.81596491
380.0,Italy,1925,10.82844766
392.0,Japan,1925,9.87121926
428.0,Latvia,1925,8.17979941
454.0,Malawi,1925,3.77594093
480.0,Mauritius,1925,18.06961467
528.0,Netherlands,1925,28.9326725
566.0,Nigeria,1925,4.27661224
578.0,Norway,1925,32.57065261
616.0,Poland,1925,9.92153028
620.0,Portugal,1925,8.47513082
694.0,Sierra Leone,1925,6.33508731
724.0,Spain,1925,13.82964364
752.0,Sweden,1925,30.99579498
270.0,The Gambia,1925,7.47861237
826.0,United Kingdom,1925,29.06950186
840.0,United States,1925,68.47847595
36.0,Australia,1926,59.88451379
40.0,Austria,1926,16.37281216
56.0,Belgium,1926,7.24848781
124.0,Canada,1926,36.93654202
156.0,China,1926,3.90453967
203.0,Czech Republic,1926,11.18608485
208.0,Denmark,1926,51.26505459
276.0,Germany,1926,20.56295224
288.0,Ghana,1926,5.1325771
356.0,India,1926,4.58002596
372.0,Ireland,1926,29.55061331
380.0,Italy,1926,11.97787982
392.0,Japan,1926,9.95199988
404.0,Kenya,1926,7.17794359
428.0,Latvia,1926,7.61057353
454.0,Malawi,1926,3.00442876
480.0,Mauritius,1926,18.10252501
528.0,Netherlands,1926,28.89320092
566.0,Nigeria,1926,4.61971397
578.0,Norway,1926,32.00522138
616.0,Poland,1926,6.48584302
620.0,Portugal,1926,9.35144664
694.0,Sierra Leone,1926,5.30608451
752.0,Sweden,1926,29.52778719
270.0,The Gambia,1926,7.43497441
800.0,Uganda,1926,8.44917261
826.0,United Kingdom,1926,31.31519203
